,Players,Team,Location,Opponent,Opponent Conference,Power,Top 25,,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,OPP ACTIVE VALUE,OPP HISTORICAL VALUE,TEAM ACTIVE VALUE,TEAM HISTORICAL VALUE,Doubles,Double Doube,Triple Double,0-3+ FG,Perfect 2 FG min 3,Perfect 3 FG min 3,Points Leader,Def Reb Leader,Off Reb Leader,Steal Leader,Assist Leader,Foul Trouble,20+ minutes,20+ points,SM,Line,Clutch ,Overtime,Attendance,Player Points,Top 7,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,Player Name
Team:,,,,,,,,,Sum:,Sum:,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sum:,,,,,,,,,,,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Count (Unique):
,Milos Nenadic,Lindenwood,NEUTRAL,Charleston Southern,Big South,0,0,Starter,1,31,5,9,3,4,2,4,5,8,1,1,3,1,15,0,7.056,0,14.381,2,1,0,0,0,0,0,1,0,0,0,0,1,0,6,-3.5,1,0,190,0,TRUE,1,31,5,9,3,4,2,4,5,8,1,1,3,1,15,Milos Nenadic
,Robert Lewis,Lindenwood,AWAY,Texas Tech,Big 12,0,0,Starter,1,31,5,8,0,2,0,3,3,9,0,0,4,4,10,0,64.049,0,14.381,2,1,0,0,0,0,0,0,0,0,0,1,1,0,-38,29.5,0,0,"8,056",0,TRUE,1,31,5,8,0,2,0,3,3,9,0,0,4,4,10,Robert Lewis
,Robert Lewis,Lindenwood,AWAY,Saint Louis,A10,0,0,Bench,0,12,3,7,2,3,0,0,1,0,2,0,0,3,8,0,27.591,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,24.5,0,0,"3,710",0,TRUE,0,12,3,7,2,3,0,0,1,0,2,0,0,3,8,Robert Lewis
,Robert Lewis,Lindenwood,AWAY,Alabama A&M,SWAC,0,0,Bench,0,18,1,3,0,0,0,0,0,1,0,0,0,2,2,0,10.112,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,3.5,1,0,"1,250",0,TRUE,0,18,1,3,0,0,0,0,0,1,0,0,0,2,2,Robert Lewis
,Robert Lewis,Lindenwood,AWAY,Indiana,Big Ten,0,0,Bench,0,14,3,5,0,1,1,1,0,1,0,0,2,4,7,0,15.516,0,14.381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-20,32.5,0,0,"17,222",0,TRUE,0,14,3,5,0,1,1,1,0,1,0,0,2,4,7,Robert Lewis
,Robert Lewis,Lindenwood,NEUTRAL,Charleston Southern,Big South,0,0,Bench,0,11,3,7,0,2,0,0,1,1,1,0,0,0,6,0,7.056,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-3.5,1,0,190,0,TRUE,0,11,3,7,0,2,0,0,1,1,1,0,0,0,6,Robert Lewis
,Tidiane d'Almeida,Lindenwood,AWAY,Texas Tech,Big 12,0,0,Bench,0,13,0,1,0,0,2,2,0,1,0,1,1,0,2,0,64.049,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,29.5,0,0,"8,056",0,FALSE, , , , , , , , , , , , , , , , 
,Todd Bieg,Lindenwood,AWAY,Texas Tech,Big 12,0,0,Bench,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,64.049,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,29.5,0,0,"8,056",0,FALSE, , , , , , , , , , , , , , , , 
,Todd Bieg,Lindenwood,AWAY,Saint Louis,A10,0,0,Bench,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.591,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,24.5,0,0,"3,710",0,FALSE, , , , , , , , , , , , , , , , 
,Todd Bieg,Lindenwood,NEUTRAL,Charleston Southern,Big South,0,0,Bench,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7.056,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-3.5,1,0,190,0,FALSE, , , , , , , , , , , , , , , , 
Lipscomb,,,,,,,,,25,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,25,799,105,277,47,154,40,43,39,83,69,39,50,65,297,8
,Charlie Williams,Lipscomb,AWAY,Vanderbilt,SEC,0,0,Starter,1,19,0,4,0,1,5,6,0,2,0,0,1,3,5,0,6.944,0,31.932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-44,26.5,0,0,"6,577",0,TRUE,1,19,0,4,0,1,5,6,0,2,0,0,1,3,5,Charlie Williams
,Charlie Williams,Lipscomb,AWAY,Mercer,Southern,0,0,Starter,1,33,6,14,2,7,0,0,3,4,6,1,3,2,14,0,12.347,0,31.932,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-15,3.5,0,0,604,0,TRUE,1,33,6,14,2,7,0,0,3,4,6,1,3,2,14,Charlie Williams
,Charlie Williams,Lipscomb,AWAY,Belmont,Missouri Valley,0,0,Starter,1,24,4,10,2,5,0,0,1,1,1,2,1,3,10,0,21.527,0,31.932,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-7,12.5,0,0,"4,132",0,TRUE,1,24,4,10,2,5,0,0,1,1,1,2,1,3,10,Charlie Williams
,Charlie Williams,Lipscomb,AWAY,UNC Asheville,Big South,0,0,Starter,1,19,0,2,0,2,4,4,1,1,0,0,1,4,4,0,30.241,0,31.932,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-5,6.5,1,0,617,0,TRUE,1,19,0,2,0,2,4,4,1,1,0,0,1,4,4,Charlie Williams
,Charlie Williams,Lipscomb,HOME,Western Carolina,Southern,0,0,Starter,1,23,3,7,0,1,0,0,0,1,1,3,3,3,6,0,12.164,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,-5.5,0,0,"1,194",0,TRUE,1,23,3,7,0,1,0,0,0,1,1,3,3,3,6,Charlie Williams
,Cole Middleton,Lipscomb,AWAY,Vanderbilt,SEC,0,0,Bench,0,22,1,4,1,1,6,6,0,5,1,0,4,1,9,0,6.944,0,31.932,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-44,26.5,0,0,"6,577",0,FALSE, , , , , , , , , , , , , , , , 
,Cole Middleton,Lipscomb,AWAY,Mercer,Southern,0,0,Bench,0,12,0,1,0,0,0,0,0,1,0,0,1,2,0,0,12.347,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,3.5,0,0,604,0,FALSE, , , , , , , , , , , , , , , , 
,Cole Middleton,Lipscomb,AWAY,Belmont,Missouri Valley,0,0,Bench,0,10,0,2,0,0,0,0,0,1,2,2,1,2,0,0,21.527,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,12.5,0,0,"4,132",0,FALSE, , , , , , , , , , , , , , , , 
,Cole Middleton,Lipscomb,AWAY,UNC Asheville,Big South,0,0,Bench,0,16,1,6,0,1,1,2,1,1,0,0,1,3,3,0,30.241,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,6.5,1,0,617,0,FALSE, , , , , , , , , , , , , , , , 
,Cole Middleton,Lipscomb,HOME,Western Carolina,Southern,0,0,Bench,0,17,3,7,0,2,0,2,1,4,4,0,3,1,6,0,12.164,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-5.5,0,0,"1,194",0,FALSE, , , , , , , , , , , , , , , , 
,Ethan Duncan,Lipscomb,AWAY,Vanderbilt,SEC,0,0,Starter,1,25,1,7,0,3,3,3,0,2,0,0,2,2,5,0,6.944,0,31.932,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-44,26.5,0,0,"6,577",0,TRUE,1,25,1,7,0,3,3,3,0,2,0,0,2,2,5,Ethan Duncan
,Ethan Duncan,Lipscomb,AWAY,Mercer,Southern,0,0,Starter,1,23,4,11,0,4,2,2,1,1,0,1,0,1,10,0,12.347,0,31.932,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-15,3.5,0,0,604,0,TRUE,1,23,4,11,0,4,2,2,1,1,0,1,0,1,10,Ethan Duncan
,Ethan Duncan,Lipscomb,AWAY,Belmont,Missouri Valley,0,0,Starter,1,19,4,15,2,11,2,2,0,1,0,1,2,3,12,0,21.527,0,31.932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,12.5,0,0,"4,132",0,TRUE,1,19,4,15,2,11,2,2,0,1,0,1,2,3,12,Ethan Duncan
,Ethan Duncan,Lipscomb,AWAY,UNC Asheville,Big South,0,0,Starter,1,23,1,7,0,4,0,0,0,1,2,1,0,2,2,0,30.241,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5,6.5,1,0,617,0,TRUE,1,23,1,7,0,4,0,0,0,1,2,1,0,2,2,Ethan Duncan
,Ethan Duncan,Lipscomb,HOME,Western Carolina,Southern,0,0,Bench,0,20,6,11,6,10,0,0,1,4,1,1,2,1,18,0,12.164,0,31.932,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21,-5.5,0,0,"1,194",0,TRUE,0,20,6,11,6,10,0,0,1,4,1,1,2,1,18,Ethan Duncan
,Grant Asman,Lipscomb,AWAY,Vanderbilt,SEC,0,0,Starter,1,24,0,5,0,4,0,0,2,4,2,2,3,2,0,0,6.944,0,31.932,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-44,26.5,0,0,"6,577",0,TRUE,1,24,0,5,0,4,0,0,2,4,2,2,3,2,0,Grant Asman
,Grant Asman,Lipscomb,AWAY,Mercer,Southern,0,0,Starter,1,17,2,8,1,5,1,1,1,2,0,1,1,2,6,0,12.347,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,3.5,0,0,604,0,TRUE,1,17,2,8,1,5,1,1,1,2,0,1,1,2,6,Grant Asman
,Grant Asman,Lipscomb,AWAY,Belmont,Missouri Valley,0,0,Starter,1,26,4,8,4,7,1,2,2,3,1,0,3,3,13,0,21.527,0,31.932,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-7,12.5,0,0,"4,132",0,TRUE,1,26,4,8,4,7,1,2,2,3,1,0,3,3,13,Grant Asman
,Grant Asman,Lipscomb,AWAY,UNC Asheville,Big South,0,0,Starter,1,30,7,11,5,7,3,4,1,9,2,0,1,4,22,0,30.241,0,31.932,2,1,0,0,0,0,0,1,0,0,0,1,1,1,-5,6.5,1,0,617,0,TRUE,1,30,7,11,5,7,3,4,1,9,2,0,1,4,22,Grant Asman
,Grant Asman,Lipscomb,HOME,Western Carolina,Southern,0,0,Starter,1,23,9,13,4,8,0,0,0,2,1,0,0,1,22,0,12.164,0,31.932,1,0,0,0,1,0,1,0,0,0,0,0,1,1,21,-5.5,0,0,"1,194",0,TRUE,1,23,9,13,4,8,0,0,0,2,1,0,0,1,22,Grant Asman
,Kellan Boylan,Lipscomb,AWAY,Vanderbilt,SEC,0,0,Bench,0,9,1,1,0,0,0,0,0,2,0,0,2,3,2,0,6.944,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,26.5,0,0,"6,577",0,FALSE, , , , , , , , , , , , , , , , 
,Kellan Boylan,Lipscomb,AWAY,Mercer,Southern,0,0,Bench,0,5,0,2,0,0,1,2,0,2,1,0,0,1,1,0,12.347,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,3.5,0,0,604,0,FALSE, , , , , , , , , , , , , , , , 
,Kellan Boylan,Lipscomb,AWAY,Belmont,Missouri Valley,0,0,Bench,0,16,1,2,0,1,0,0,2,0,1,1,0,3,2,0,21.527,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,12.5,0,0,"4,132",0,FALSE, , , , , , , , , , , , , , , , 
,Kellan Boylan,Lipscomb,AWAY,UNC Asheville,Big South,0,0,Bench,0,14,1,3,0,1,1,3,0,2,1,1,0,3,3,0,30.241,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,6.5,1,0,617,0,FALSE, , , , , , , , , , , , , , , , 
,Kellan Boylan,Lipscomb,HOME,Western Carolina,Southern,0,0,Bench,0,15,1,2,0,1,1,2,1,3,2,0,0,0,3,0,12.164,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-5.5,0,0,"1,194",0,FALSE, , , , , , , , , , , , , , , , 
,Kennedy Okpara,Lipscomb,AWAY,Vanderbilt,SEC,0,0,Bench,0,15,3,5,1,3,0,0,1,0,0,0,0,1,7,0,6.944,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,26.5,0,0,"6,577",0,FALSE, , , , , , , , , , , , , , , , 
,Kennedy Okpara,Lipscomb,AWAY,Mercer,Southern,0,0,Bench,0,13,2,4,0,1,0,0,1,1,0,1,0,2,4,0,12.347,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,3.5,0,0,604,0,FALSE, , , , , , , , , , , , , , , , 
,Kennedy Okpara,Lipscomb,AWAY,Belmont,Missouri Valley,0,0,Bench,0,14,2,3,1,2,0,0,2,3,3,0,4,3,5,0,21.527,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,12.5,0,0,"4,132",0,FALSE, , , , , , , , , , , , , , , , 
,Kennedy Okpara,Lipscomb,AWAY,UNC Asheville,Big South,0,0,Bench,0,5,1,3,1,2,0,0,0,1,0,0,1,0,3,0,30.241,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,6.5,1,0,617,0,FALSE, , , , , , , , , , , , , , , , 
,Kennedy Okpara,Lipscomb,HOME,Western Carolina,Southern,0,0,Bench,0,16,2,5,1,1,0,0,2,0,0,0,0,5,5,0,12.164,0,31.932,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,-5.5,0,0,"1,194",0,FALSE, , , , , , , , , , , , , , , , 
,Mateo Esmeraldo,Lipscomb,AWAY,Vanderbilt,SEC,0,0,Starter,1,21,0,7,0,1,0,0,0,0,3,0,0,2,0,0,6.944,0,31.932,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-44,26.5,0,0,"6,577",0,TRUE,1,21,0,7,0,1,0,0,0,0,3,0,0,2,0,Mateo Esmeraldo
,Mateo Esmeraldo,Lipscomb,AWAY,Mercer,Southern,0,0,Starter,1,30,4,7,2,4,2,2,1,3,11,0,2,1,12,0,12.347,0,31.932,2,1,0,0,0,0,0,0,0,0,0,0,1,0,-15,3.5,0,0,604,0,TRUE,1,30,4,7,2,4,2,2,1,3,11,0,2,1,12,Mateo Esmeraldo
,Mateo Esmeraldo,Lipscomb,AWAY,Belmont,Missouri Valley,0,0,Starter,1,31,3,6,2,4,4,4,1,7,6,2,3,1,12,0,21.527,0,31.932,1,0,0,0,0,1,0,1,0,0,1,0,1,0,-7,12.5,0,0,"4,132",0,TRUE,1,31,3,6,2,4,4,4,1,7,6,2,3,1,12,Mateo Esmeraldo
,Mateo Esmeraldo,Lipscomb,AWAY,UNC Asheville,Big South,0,0,Starter,1,29,5,15,0,6,2,2,2,3,6,2,2,3,12,0,30.241,0,31.932,1,0,0,0,0,0,0,0,1,1,1,0,1,0,-5,6.5,1,0,617,0,TRUE,1,29,5,15,0,6,2,2,2,3,6,2,2,3,12,Mateo Esmeraldo
,Mateo Esmeraldo,Lipscomb,HOME,Western Carolina,Southern,0,0,Starter,1,23,2,6,0,3,0,0,1,2,7,5,2,0,4,0,12.164,0,31.932,0,0,0,0,0,0,0,0,0,1,1,0,1,0,21,-5.5,0,0,"1,194",0,TRUE,1,23,2,6,0,3,0,0,1,2,7,5,2,0,4,Mateo Esmeraldo
,Or Ashkenazi,Lipscomb,HOME,Western Carolina,Southern,0,0,Starter,1,22,0,2,0,1,2,2,1,4,4,3,0,2,2,0,12.164,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,-5.5,0,0,"1,194",0,TRUE,1,22,0,2,0,1,2,2,1,4,4,3,0,2,2,Or Ashkenazi
,Or Ashkenazi,Lipscomb,AWAY,Vanderbilt,SEC,0,0,Bench,0,13,1,1,0,0,2,2,1,2,1,0,4,1,4,0,6.944,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,26.5,0,0,"6,577",0,TRUE,0,13,1,1,0,0,2,2,1,2,1,0,4,1,4,Or Ashkenazi
,Or Ashkenazi,Lipscomb,AWAY,Mercer,Southern,0,0,Bench,0,15,2,2,1,1,0,0,2,0,1,0,1,0,5,0,12.347,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,3.5,0,0,604,0,TRUE,0,15,2,2,1,1,0,0,2,0,1,0,1,0,5,Or Ashkenazi
,Or Ashkenazi,Lipscomb,AWAY,Belmont,Missouri Valley,0,0,Bench,0,16,1,6,0,2,0,0,3,0,0,1,2,4,2,0,21.527,0,31.932,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-7,12.5,0,0,"4,132",0,TRUE,0,16,1,6,0,2,0,0,3,0,0,1,2,4,2,Or Ashkenazi
,Or Ashkenazi,Lipscomb,AWAY,UNC Asheville,Big South,0,0,Bench,0,21,1,3,0,2,0,0,0,0,0,2,1,2,2,0,30.241,0,31.932,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-5,6.5,1,0,617,0,TRUE,0,21,1,3,0,2,0,0,0,0,0,2,1,2,2,Or Ashkenazi
,Ross Candelino,Lipscomb,AWAY,Vanderbilt,SEC,0,0,Starter,1,30,6,11,3,7,0,0,1,3,0,1,1,0,15,0,6.944,0,31.932,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-44,26.5,0,0,"6,577",0,TRUE,1,30,6,11,3,7,0,0,1,3,0,1,1,0,15,Ross Candelino
,Ross Candelino,Lipscomb,AWAY,Mercer,Southern,0,0,Starter,1,29,7,11,3,7,0,0,1,3,3,1,0,2,17,0,12.347,0,31.932,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-15,3.5,0,0,604,0,TRUE,1,29,7,11,3,7,0,0,1,3,3,1,0,2,17,Ross Candelino
,Ross Candelino,Lipscomb,AWAY,Belmont,Missouri Valley,0,0,Starter,1,29,3,13,2,10,2,2,6,2,1,3,3,1,10,0,21.527,0,31.932,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-7,12.5,0,0,"4,132",0,TRUE,1,29,3,13,2,10,2,2,6,2,1,3,3,1,10,Ross Candelino
,Ross Candelino,Lipscomb,AWAY,UNC Asheville,Big South,0,0,Starter,1,23,2,6,1,3,0,0,0,4,3,0,1,2,5,0,30.241,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5,6.5,1,0,617,0,TRUE,1,23,2,6,1,3,0,0,0,4,3,0,1,2,5,Ross Candelino
,Ross Candelino,Lipscomb,HOME,Western Carolina,Southern,0,0,Starter,1,21,4,11,4,8,0,0,1,4,2,2,0,1,12,0,12.164,0,31.932,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21,-5.5,0,0,"1,194",0,TRUE,1,21,4,11,4,8,0,0,1,4,2,2,0,1,12,Ross Candelino
,Titas Sargiunas,Lipscomb,AWAY,Vanderbilt,SEC,0,0,Bench,0,22,4,11,1,6,5,5,2,3,1,0,0,1,14,0,6.944,0,31.932,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-44,26.5,0,0,"6,577",0,TRUE,0,22,4,11,1,6,5,5,2,3,1,0,0,1,14,Titas Sargiunas
,Titas Sargiunas,Lipscomb,AWAY,Mercer,Southern,0,0,Bench,0,23,3,7,2,3,0,0,1,1,1,1,2,3,8,0,12.347,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-15,3.5,0,0,604,0,TRUE,0,23,3,7,2,3,0,0,1,1,1,1,2,3,8,Titas Sargiunas
,Titas Sargiunas,Lipscomb,AWAY,Belmont,Missouri Valley,0,0,Bench,0,15,1,7,0,3,0,0,2,0,1,1,0,3,2,0,21.527,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,12.5,0,0,"4,132",0,TRUE,0,15,1,7,0,3,0,0,2,0,1,1,0,3,2,Titas Sargiunas
,Titas Sargiunas,Lipscomb,AWAY,UNC Asheville,Big South,0,0,Bench,0,20,4,7,0,3,0,0,0,2,0,2,2,0,8,0,30.241,0,31.932,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-5,6.5,1,0,617,0,TRUE,0,20,4,7,0,3,0,0,0,2,0,2,2,0,8,Titas Sargiunas
,Titas Sargiunas,Lipscomb,HOME,Western Carolina,Southern,0,0,Bench,0,18,1,5,0,1,0,0,0,2,1,0,1,0,2,0,12.164,0,31.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-5.5,0,0,"1,194",0,TRUE,0,18,1,5,0,1,0,0,0,2,1,0,1,0,2,Titas Sargiunas
Little Rock,,,,,,,,,25,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,24,838,109,243,21,54,43,68,54,77,53,27,56,65,282,8
,Braxton Bayless,Little Rock,AWAY,Milwaukee,Horizon,0,0,Starter,1,28,7,11,2,3,3,5,3,3,0,1,1,3,19,0,20.544,0,19.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-20,3.5,0,0,"1,412",0,TRUE,1,28,7,11,2,3,3,5,3,3,0,1,1,3,19,Braxton Bayless
,Braxton Bayless,Little Rock,AWAY,Marquette,Big East,0,0,Starter,1,24,1,4,0,0,0,0,0,3,2,3,4,4,2,0,44.645,0,19.24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-40,21.5,0,0,"13,358",0,TRUE,1,24,1,4,0,0,0,0,0,3,2,3,4,4,2,Braxton Bayless
,Braxton Bayless,Little Rock,AWAY,Ball St.,MAC,0,0,Starter,1,38,7,10,3,3,0,3,0,4,1,0,6,1,17,0,8.773,0,19.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,-2.5,1,0,3015,0,TRUE,1,38,7,10,3,3,0,3,0,4,1,0,6,1,17,Braxton Bayless
,Braxton Bayless,Little Rock,AWAY,Murray St.,Missouri Valley,0,0,Starter,1,19,1,4,0,0,0,0,0,2,1,0,2,3,2,0,17.846,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,14.5,0,0,"5,079",0,TRUE,1,19,1,4,0,0,0,0,0,2,1,0,2,3,2,Braxton Bayless
,Braxton Bayless,Little Rock,AWAY,Texas St.,Sun Belt,0,0,Starter,1,36,4,14,2,4,0,0,0,3,2,3,2,1,10,0,20.683,0,19.24,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-9,5.5,0,0,"1,180",0,TRUE,1,36,4,14,2,4,0,0,0,3,2,3,2,1,10,Braxton Bayless
,Caleb Pennyfeather,Little Rock,AWAY,Milwaukee,Horizon,0,0,Bench,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20.544,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,3.5,0,0,"1,412",0,FALSE, , , , , , , , , , , , , , , , 
,Caleb Pennyfeather,Little Rock,AWAY,Marquette,Big East,0,0,Bench,0,29,3,6,0,0,0,2,1,3,2,0,1,2,6,0,44.645,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-40,21.5,0,0,"13,358",0,FALSE, , , , , , , , , , , , , , , , 
,Caleb Pennyfeather,Little Rock,AWAY,Murray St.,Missouri Valley,0,0,Bench,0,12,0,1,0,0,0,0,1,1,0,1,0,1,0,0,17.846,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,14.5,0,0,"5,079",0,FALSE, , , , , , , , , , , , , , , , 
,Cameron Wallace,Little Rock,AWAY,Milwaukee,Horizon,0,0,Bench,0,16,6,11,0,1,0,2,5,0,1,0,0,1,12,0,20.544,0,19.24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-20,3.5,0,0,"1,412",0,TRUE,0,16,6,11,0,1,0,2,5,0,1,0,0,1,12,Cameron Wallace
,Cameron Wallace,Little Rock,AWAY,Marquette,Big East,0,0,Bench,0,10,0,2,0,0,2,2,1,1,1,0,0,1,2,0,44.645,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,21.5,0,0,"13,358",0,TRUE,0,10,0,2,0,0,2,2,1,1,1,0,0,1,2,Cameron Wallace
,Cameron Wallace,Little Rock,AWAY,Ball St.,MAC,0,0,Bench,0,28,10,14,0,0,0,0,0,3,0,1,3,3,20,0,8.773,0,19.24,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6,-2.5,1,0,3015,0,TRUE,0,28,10,14,0,0,0,0,0,3,0,1,3,3,20,Cameron Wallace
,Cameron Wallace,Little Rock,AWAY,Murray St.,Missouri Valley,0,0,Bench,0,30,4,14,0,0,1,1,4,2,0,0,2,1,9,0,17.846,0,19.24,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-21,14.5,0,0,"5,079",0,TRUE,0,30,4,14,0,0,1,1,4,2,0,0,2,1,9,Cameron Wallace
,Cameron Wallace,Little Rock,AWAY,Texas St.,Sun Belt,0,0,Bench,0,27,5,11,0,0,4,8,5,3,0,1,2,2,14,0,20.683,0,19.24,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-9,5.5,0,0,"1,180",0,TRUE,0,27,5,11,0,0,4,8,5,3,0,1,2,2,14,Cameron Wallace
,Christian Hughes,Little Rock,AWAY,Milwaukee,Horizon,0,0,Starter,1,22,0,1,0,0,0,0,0,1,1,1,0,4,0,0,20.544,0,19.24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-20,3.5,0,0,"1,412",0,FALSE, , , , , , , , , , , , , , , , 
,Christian Hughes,Little Rock,AWAY,Murray St.,Missouri Valley,0,0,Bench,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17.846,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,14.5,0,0,"5,079",0,FALSE, , , , , , , , , , , , , , , , 
,Christian Hughes,Little Rock,AWAY,Texas St.,Sun Belt,0,0,Bench,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20.683,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,5.5,0,0,"1,180",0,FALSE, , , , , , , , , , , , , , , , 
,Johnathan Lawson,Little Rock,AWAY,Milwaukee,Horizon,0,0,Starter,1,34,5,9,2,5,3,3,3,2,5,1,0,2,15,0,20.544,0,19.24,1,0,0,0,0,1,0,0,0,0,1,0,1,0,-20,3.5,0,0,"1,412",0,TRUE,1,34,5,9,2,5,3,3,3,2,5,1,0,2,15,Johnathan Lawson
,Johnathan Lawson,Little Rock,AWAY,Marquette,Big East,0,0,Starter,1,23,1,5,1,4,0,0,0,1,1,0,2,1,3,0,44.645,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-40,21.5,0,0,"13,358",0,TRUE,1,23,1,5,1,4,0,0,0,1,1,0,2,1,3,Johnathan Lawson
,Johnathan Lawson,Little Rock,AWAY,Ball St.,MAC,0,0,Starter,1,37,5,13,2,5,2,4,0,3,6,2,1,1,14,0,8.773,0,19.24,1,0,0,0,0,0,0,0,0,0,1,0,1,0,6,-2.5,1,0,3015,0,TRUE,1,37,5,13,2,5,2,4,0,3,6,2,1,1,14,Johnathan Lawson
,Johnathan Lawson,Little Rock,AWAY,Murray St.,Missouri Valley,0,0,Starter,1,33,6,14,1,3,4,5,1,5,5,3,1,1,17,0,17.846,0,19.24,1,0,0,0,0,0,1,1,0,1,1,0,1,0,-21,14.5,0,0,"5,079",0,TRUE,1,33,6,14,1,3,4,5,1,5,5,3,1,1,17,Johnathan Lawson
