,Players,Team,Location,Opponent,Opponent Conference,Power,Top 25,,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,OPP ACTIVE VALUE,OPP HISTORICAL VALUE,TEAM ACTIVE VALUE,TEAM HISTORICAL VALUE,Doubles,Double Doube,Triple Double,0-3+ FG,Perfect 2 FG min 3,Perfect 3 FG min 3,Points Leader,Def Reb Leader,Off Reb Leader,Steal Leader,Assist Leader,Foul Trouble,20+ minutes,20+ points,SM,Line,Clutch ,Overtime,Attendance,Player Points,Top 7,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,Player Name
Team:,,,,,,,,,Sum:,Sum:,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sum:,,,,,,,,,,,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Count (Unique):
,Hank Alvey,Lehigh,AWAY,Houston,Big 12,0,0,Starter,1,29,4,7,0,1,2,4,5,3,0,0,1,1,10,0,121.81,0,10.886,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-18,36.5,0,0,7035,0,TRUE,1,29,4,7,0,1,2,4,5,3,0,0,1,1,10,Hank Alvey
,Hank Alvey,Lehigh,AWAY,West Virginia,Big 12,0,0,Starter,1,31,2,4,1,1,0,0,1,7,3,1,3,1,5,0,2.488,0,10.886,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-22,17.5,0,0,"10,264",0,TRUE,1,31,2,4,1,1,0,0,1,7,3,1,3,1,5,Hank Alvey
,Hank Alvey,Lehigh,AWAY,Rutgers,Big Ten,0,0,Starter,1,25,6,10,0,1,0,1,2,4,4,0,2,4,12,0,15.149,0,10.886,1,0,0,0,0,0,0,1,0,0,1,1,1,0,-12,18.5,0,0,8000,0,TRUE,1,25,6,10,0,1,0,1,2,4,4,0,2,4,12,Hank Alvey
,Hank Alvey,Lehigh,HOME,Saint Francis,NEC,0,0,Starter,1,24,4,5,0,0,4,6,4,6,4,3,3,1,12,0,24.406,0,10.886,2,1,0,0,0,0,0,1,1,1,0,0,1,0,17,-9.5,0,0,572,0,TRUE,1,24,4,5,0,0,4,6,4,6,4,3,3,1,12,Hank Alvey
,Hank Alvey,Lehigh,HOME,Columbia,Ivy,0,0,Starter,1,32,5,7,0,0,2,4,3,4,2,0,1,4,12,0,7.081,0,10.886,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-15,1.5,0,0,612,0,TRUE,1,32,5,7,0,0,2,4,3,4,2,0,1,4,12,Hank Alvey
,Henri Adiassa,Lehigh,AWAY,West Virginia,Big 12,0,0,Bench,0,14,0,0,0,0,2,2,0,0,0,1,3,0,2,0,2.488,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,17.5,0,0,"10,264",0,FALSE, , , , , , , , , , , , , , , , 
,Henri Adiassa,Lehigh,AWAY,Rutgers,Big Ten,0,0,Bench,0,5,0,1,0,0,0,0,0,0,0,0,0,3,0,0,15.149,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,18.5,0,0,8000,0,FALSE, , , , , , , , , , , , , , , , 
,Henri Adiassa,Lehigh,HOME,Saint Francis,NEC,0,0,Bench,0,5,0,0,0,0,0,0,0,1,0,0,1,2,0,0,24.406,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-9.5,0,0,572,0,FALSE, , , , , , , , , , , , , , , , 
,Jake Pike,Lehigh,AWAY,Rutgers,Big Ten,0,0,Bench,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15.149,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,18.5,0,0,8000,0,FALSE, , , , , , , , , , , , , , , , 
,Jake Pike,Lehigh,HOME,Columbia,Ivy,0,0,Bench,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.081,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,1.5,0,0,612,0,FALSE, , , , , , , , , , , , , , , , 
,Jalen Vazquez,Lehigh,AWAY,Houston,Big 12,0,0,Bench,0,11,0,0,0,0,1,2,0,0,0,1,1,2,1,0,121.81,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,36.5,0,0,7035,0,TRUE,0,11,0,0,0,0,1,2,0,0,0,1,1,2,1,Jalen Vazquez
,Jalen Vazquez,Lehigh,AWAY,West Virginia,Big 12,0,0,Bench,0,20,1,2,0,0,0,0,2,2,1,1,0,1,2,0,2.488,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-22,17.5,0,0,"10,264",0,TRUE,0,20,1,2,0,0,0,0,2,2,1,1,0,1,2,Jalen Vazquez
,Jalen Vazquez,Lehigh,AWAY,Rutgers,Big Ten,0,0,Bench,0,20,2,6,1,2,2,2,0,0,1,2,0,1,7,0,15.149,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12,18.5,0,0,8000,0,TRUE,0,20,2,6,1,2,2,2,0,0,1,2,0,1,7,Jalen Vazquez
,Jalen Vazquez,Lehigh,HOME,Saint Francis,NEC,0,0,Bench,0,26,2,5,0,2,0,0,0,3,4,3,2,2,4,0,24.406,0,10.886,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17,-9.5,0,0,572,0,TRUE,0,26,2,5,0,2,0,0,0,3,4,3,2,2,4,Jalen Vazquez
,Jalen Vazquez,Lehigh,HOME,Columbia,Ivy,0,0,Bench,0,13,0,1,0,0,0,0,0,3,1,1,2,2,0,0,7.081,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,1.5,0,0,612,0,TRUE,0,13,0,1,0,0,0,0,0,3,1,1,2,2,0,Jalen Vazquez
,Joshua Ingram,Lehigh,AWAY,Houston,Big 12,0,0,Starter,1,35,4,6,0,0,1,2,0,5,0,3,5,4,9,0,121.81,0,10.886,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-18,36.5,0,0,7035,0,TRUE,1,35,4,6,0,0,1,2,0,5,0,3,5,4,9,Joshua Ingram
,Joshua Ingram,Lehigh,AWAY,West Virginia,Big 12,0,0,Starter,1,31,5,9,2,3,2,2,1,1,1,2,3,1,14,0,2.488,0,10.886,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-22,17.5,0,0,"10,264",0,TRUE,1,31,5,9,2,3,2,2,1,1,1,2,3,1,14,Joshua Ingram
,Joshua Ingram,Lehigh,AWAY,Rutgers,Big Ten,0,0,Starter,1,29,5,9,4,6,0,0,8,0,1,0,1,3,14,0,15.149,0,10.886,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-12,18.5,0,0,8000,0,TRUE,1,29,5,9,4,6,0,0,8,0,1,0,1,3,14,Joshua Ingram
,Joshua Ingram,Lehigh,HOME,Saint Francis,NEC,0,0,Starter,1,35,3,8,1,4,3,6,2,3,4,3,1,5,10,0,24.406,0,10.886,1,0,0,0,0,0,0,0,0,1,0,1,1,0,17,-9.5,0,0,572,0,TRUE,1,35,3,8,1,4,3,6,2,3,4,3,1,5,10,Joshua Ingram
,Joshua Ingram,Lehigh,HOME,Columbia,Ivy,0,0,Starter,1,29,0,6,0,3,2,3,0,1,3,1,1,1,2,0,7.081,0,10.886,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-15,1.5,0,0,612,0,TRUE,1,29,0,6,0,3,2,3,0,1,3,1,1,1,2,Joshua Ingram
,Nasir Whitlock,Lehigh,AWAY,Houston,Big 12,0,0,Starter,1,36,6,15,1,2,5,6,3,6,0,1,5,2,18,0,121.81,0,10.886,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-18,36.5,0,0,7035,0,TRUE,1,36,6,15,1,2,5,6,3,6,0,1,5,2,18,Nasir Whitlock
,Nasir Whitlock,Lehigh,AWAY,West Virginia,Big 12,0,0,Starter,1,19,1,8,0,5,0,0,1,1,0,0,2,3,2,0,2.488,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,17.5,0,0,"10,264",0,TRUE,1,19,1,8,0,5,0,0,1,1,0,0,2,3,2,Nasir Whitlock
,Nasir Whitlock,Lehigh,AWAY,Rutgers,Big Ten,0,0,Starter,1,34,7,16,2,6,5,6,3,1,1,0,2,1,21,0,15.149,0,10.886,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-12,18.5,0,0,8000,0,TRUE,1,34,7,16,2,6,5,6,3,1,1,0,2,1,21,Nasir Whitlock
,Nasir Whitlock,Lehigh,HOME,Saint Francis,NEC,0,0,Starter,1,34,8,17,2,4,5,6,0,1,1,3,4,2,23,0,24.406,0,10.886,1,0,0,0,0,0,0,0,0,1,0,0,1,1,17,-9.5,0,0,572,0,TRUE,1,34,8,17,2,4,5,6,0,1,1,3,4,2,23,Nasir Whitlock
,Nasir Whitlock,Lehigh,HOME,Columbia,Ivy,0,0,Starter,1,32,5,16,1,5,5,8,0,0,1,2,2,1,16,0,7.081,0,10.886,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-15,1.5,0,0,612,0,TRUE,1,32,5,16,1,5,5,8,0,0,1,2,2,1,16,Nasir Whitlock
,Peter Kramer,Lehigh,AWAY,Rutgers,Big Ten,0,0,Starter,1,36,2,3,1,2,2,2,2,1,1,4,0,2,7,0,15.149,0,10.886,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-12,18.5,0,0,8000,0,TRUE,1,36,2,3,1,2,2,2,2,1,1,4,0,2,7,Peter Kramer
,Peter Kramer,Lehigh,HOME,Saint Francis,NEC,0,0,Starter,1,31,3,7,3,7,3,4,0,1,0,0,0,1,12,0,24.406,0,10.886,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,-9.5,0,0,572,0,TRUE,1,31,3,7,3,7,3,4,0,1,0,0,0,1,12,Peter Kramer
,Peter Kramer,Lehigh,HOME,Columbia,Ivy,0,0,Starter,1,8,0,3,0,3,0,0,0,1,1,0,0,4,0,0,7.081,0,10.886,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-15,1.5,0,0,612,0,TRUE,1,8,0,3,0,3,0,0,0,1,1,0,0,4,0,Peter Kramer
,Peter Kramer,Lehigh,AWAY,Houston,Big 12,0,0,Bench,0,17,1,2,1,2,3,5,0,0,0,1,0,0,6,0,121.81,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,36.5,0,0,7035,0,TRUE,0,17,1,2,1,2,3,5,0,0,0,1,0,0,6,Peter Kramer
,Peter Kramer,Lehigh,AWAY,West Virginia,Big 12,0,0,Bench,0,12,0,2,0,2,0,2,0,0,0,0,0,1,0,0,2.488,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,17.5,0,0,"10,264",0,TRUE,0,12,0,2,0,2,0,2,0,0,0,0,0,1,0,Peter Kramer
,Tommy Conniff,Lehigh,AWAY,West Virginia,Big 12,0,0,Bench,0,9,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2.488,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,17.5,0,0,"10,264",0,FALSE, , , , , , , , , , , , , , , , 
,Tommy Conniff,Lehigh,HOME,Columbia,Ivy,0,0,Bench,0,8,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7.081,0,10.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,1.5,0,0,612,0,FALSE, , , , , , , , , , , , , , , , 
Liberty,,,,,,,,,10,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,10,364,63,112,27,54,20,25,32,34,24,10,8,26,173,8
,Brett Decker Jr.,Liberty,HOME,Charleston,CAA,0,0,Starter,1,30,8,16,5,10,0,0,1,3,2,0,0,3,21,0,38.671,0,45.395,1,0,0,0,0,0,0,0,0,0,0,0,1,1,15,-9.5,0,0,"3,998",0,TRUE,1,30,8,16,5,10,0,0,1,3,2,0,0,3,21,Brett Decker Jr.
,Brett Decker Jr.,Liberty,HOME,Florida Atlantic,American,0,0,Starter,1,33,7,14,5,7,0,0,2,0,0,0,0,1,19,0,57.266,0,45.395,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20,-7.5,0,0,"3,722",0,TRUE,1,33,7,14,5,7,0,0,2,0,0,0,0,1,19,Brett Decker Jr.
,Colin Porter,Liberty,HOME,Charleston,CAA,0,0,Starter,1,38,8,10,3,4,4,4,0,1,2,0,0,0,23,0,38.671,0,45.395,1,0,0,0,0,1,1,0,0,0,0,0,1,1,15,-9.5,0,0,"3,998",0,TRUE,1,38,8,10,3,4,4,4,0,1,2,0,0,0,23,Colin Porter
,Colin Porter,Liberty,HOME,Florida Atlantic,American,0,0,Starter,1,36,3,8,0,3,4,4,3,2,2,1,0,3,10,0,57.266,0,45.395,1,0,0,0,0,1,0,0,0,0,0,0,1,0,20,-7.5,0,0,"3,722",0,TRUE,1,36,3,8,0,3,4,4,3,2,2,1,0,3,10,Colin Porter
,Drew Grimes,Liberty,HOME,Charleston,CAA,0,0,Bench,0,7,0,1,0,1,0,0,0,0,1,1,0,1,0,0,38.671,0,45.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-9.5,0,0,"3,998",0,FALSE, , , , , , , , , , , , , , , , 
,JJ Harper,Liberty,HOME,Charleston,CAA,0,0,Starter,1,19,3,4,0,0,2,2,3,0,2,0,2,4,8,0,38.671,0,45.395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,-9.5,0,0,"3,998",0,TRUE,1,19,3,4,0,0,2,2,3,0,2,0,2,4,8,JJ Harper
,JJ Harper,Liberty,HOME,Florida Atlantic,American,0,0,Starter,1,33,5,6,1,2,2,2,3,1,0,2,2,3,13,0,57.266,0,45.395,1,0,0,0,1,0,0,0,0,0,0,0,1,0,20,-7.5,0,0,"3,722",0,TRUE,1,33,5,6,1,2,2,2,3,1,0,2,2,3,13,JJ Harper
,Kaden Metheny,Liberty,HOME,Charleston,CAA,0,0,Starter,1,35,6,10,5,8,1,2,0,4,2,2,1,0,18,0,38.671,0,45.395,1,0,0,0,0,0,0,0,0,1,0,0,1,0,15,-9.5,0,0,"3,998",0,TRUE,1,35,6,10,5,8,1,2,0,4,2,2,1,0,18,Kaden Metheny
,Kaden Metheny,Liberty,HOME,Florida Atlantic,American,0,0,Starter,1,33,11,16,5,10,1,1,2,1,3,0,0,1,28,0,57.266,0,45.395,1,0,0,0,1,0,1,0,0,0,1,0,1,1,20,-7.5,0,0,"3,722",0,TRUE,1,33,11,16,5,10,1,1,2,1,3,0,0,1,28,Kaden Metheny
,Ryan Jones Jr.,Liberty,HOME,Charleston,CAA,0,0,Bench,0,15,1,5,1,4,0,0,0,3,0,0,0,4,3,0,38.671,0,45.395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,-9.5,0,0,"3,998",0,TRUE,0,15,1,5,1,4,0,0,0,3,0,0,0,4,3,Ryan Jones Jr.
,Ryan Jones Jr.,Liberty,HOME,Florida Atlantic,American,0,0,Bench,0,6,1,3,1,3,0,0,1,0,0,0,0,3,3,0,57.266,0,45.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-7.5,0,0,"3,722",0,TRUE,0,6,1,3,1,3,0,0,1,0,0,0,0,3,3,Ryan Jones Jr.
,Zach Cleveland,Liberty,HOME,Charleston,CAA,0,0,Starter,1,33,5,10,0,1,2,4,4,6,8,1,2,2,12,0,38.671,0,45.395,2,1,0,0,0,0,0,1,0,0,1,0,1,0,15,-9.5,0,0,"3,998",0,TRUE,1,33,5,10,0,1,2,4,4,6,8,1,2,2,12,Zach Cleveland
,Zach Cleveland,Liberty,HOME,Florida Atlantic,American,0,0,Starter,1,33,3,8,0,1,3,4,10,10,3,4,1,2,9,0,57.266,0,45.395,1,0,0,0,0,0,0,1,1,0,1,0,1,0,20,-7.5,0,0,"3,722",0,TRUE,1,33,3,8,0,1,3,4,10,10,3,4,1,2,9,Zach Cleveland
,Zander Carter,Liberty,HOME,Charleston,CAA,0,0,Bench,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.671,0,45.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-9.5,0,0,"3,998",0,TRUE,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Zander Carter
,Zander Carter,Liberty,HOME,Florida Atlantic,American,0,0,Bench,0,14,2,2,1,1,1,2,3,3,0,0,0,0,6,0,57.266,0,45.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-7.5,0,0,"3,722",0,TRUE,0,14,2,2,1,1,1,2,3,3,0,0,0,0,6,Zander Carter
,Zander Yates,Liberty,HOME,Charleston,CAA,0,0,Bench,0,12,1,2,0,1,3,5,0,1,0,1,0,1,5,0,38.671,0,45.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-9.5,0,0,"3,998",0,FALSE, , , , , , , , , , , , , , , , 
Lindenwood,,,,,,,,,25,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,23,875,109,283,20,88,70,105,62,92,64,34,53,80,308,8
,Anias Futrell,Lindenwood,AWAY,Saint Louis,A10,0,0,Starter,1,28,2,11,1,6,3,5,4,2,0,2,1,2,8,0,27.591,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-43,24.5,0,0,"3,710",0,TRUE,1,28,2,11,1,6,3,5,4,2,0,2,1,2,8,Anias Futrell
,Anias Futrell,Lindenwood,NEUTRAL,Charleston Southern,Big South,0,0,Starter,1,27,1,7,0,2,3,6,3,3,0,3,2,2,5,0,7.056,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,-3.5,1,0,190,0,TRUE,1,27,1,7,0,2,3,6,3,3,0,3,2,2,5,Anias Futrell
,Anias Futrell,Lindenwood,AWAY,Alabama A&M,SWAC,0,0,Bench,0,25,5,8,2,5,4,5,5,5,1,2,4,3,16,0,10.112,0,14.381,2,1,0,0,1,0,0,1,1,0,0,0,1,0,-9,3.5,1,0,"1,250",0,TRUE,0,25,5,8,2,5,4,5,5,5,1,2,4,3,16,Anias Futrell
,Anias Futrell,Lindenwood,AWAY,Indiana,Big Ten,0,0,Bench,0,27,4,14,2,6,2,2,2,4,0,1,1,2,12,0,15.516,0,14.381,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-20,32.5,0,0,"17,222",0,TRUE,0,27,4,14,2,6,2,2,2,4,0,1,1,2,12,Anias Futrell
,Clayton Jackson,Lindenwood,AWAY,Texas Tech,Big 12,0,0,Starter,1,32,3,14,0,5,2,2,0,2,5,0,3,2,8,0,64.049,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-38,29.5,0,0,"8,056",0,TRUE,1,32,3,14,0,5,2,2,0,2,5,0,3,2,8,Clayton Jackson
,Clayton Jackson,Lindenwood,AWAY,Alabama A&M,SWAC,0,0,Starter,1,34,3,9,0,5,2,2,0,2,1,0,3,0,8,0,10.112,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-9,3.5,1,0,"1,250",0,TRUE,1,34,3,9,0,5,2,2,0,2,1,0,3,0,8,Clayton Jackson
,Clayton Jackson,Lindenwood,AWAY,Indiana,Big Ten,0,0,Starter,1,26,3,7,0,1,1,1,0,2,1,1,2,3,7,0,15.516,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-20,32.5,0,0,"17,222",0,TRUE,1,26,3,7,0,1,1,1,0,2,1,1,2,3,7,Clayton Jackson
,Clayton Jackson,Lindenwood,NEUTRAL,Charleston Southern,Big South,0,0,Starter,1,35,3,9,2,5,6,8,1,6,4,1,0,2,14,0,7.056,0,14.381,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,-3.5,1,0,190,0,TRUE,1,35,3,9,2,5,6,8,1,6,4,1,0,2,14,Clayton Jackson
,Clayton Jackson,Lindenwood,AWAY,Saint Louis,A10,0,0,Bench,0,25,4,4,0,0,3,4,0,1,5,1,0,0,11,0,27.591,0,14.381,1,0,0,0,1,0,0,0,0,0,1,0,1,0,-43,24.5,0,0,"3,710",0,TRUE,0,25,4,4,0,0,3,4,0,1,5,1,0,0,11,Clayton Jackson
,Dontrez Williams,Lindenwood,AWAY,Alabama A&M,SWAC,0,0,Starter,1,39,7,13,2,4,3,6,3,3,2,1,2,1,19,0,10.112,0,14.381,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-9,3.5,1,0,"1,250",0,TRUE,1,39,7,13,2,4,3,6,3,3,2,1,2,1,19,Dontrez Williams
,Dontrez Williams,Lindenwood,AWAY,Indiana,Big Ten,0,0,Starter,1,27,0,10,0,1,0,0,2,4,3,1,3,5,0,0,15.516,0,14.381,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-20,32.5,0,0,"17,222",0,TRUE,1,27,0,10,0,1,0,0,2,4,3,1,3,5,0,Dontrez Williams
,Dontrez Williams,Lindenwood,AWAY,Saint Louis,A10,0,0,Bench,0,28,4,9,0,2,5,9,1,0,3,4,2,1,13,0,27.591,0,14.381,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-43,24.5,0,0,"3,710",0,TRUE,0,28,4,9,0,2,5,9,1,0,3,4,2,1,13,Dontrez Williams
,Dontrez Williams,Lindenwood,NEUTRAL,Charleston Southern,Big South,0,0,Bench,0,16,2,5,1,1,1,2,1,0,1,0,0,4,6,0,7.056,0,14.381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,-3.5,1,0,190,0,TRUE,0,16,2,5,1,1,1,2,1,0,1,0,0,4,6,Dontrez Williams
,Jadis Jones,Lindenwood,AWAY,Saint Louis,A10,0,0,Starter,1,31,8,9,0,0,0,2,5,1,3,1,0,5,16,0,27.591,0,14.381,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-43,24.5,0,0,"3,710",0,TRUE,1,31,8,9,0,0,0,2,5,1,3,1,0,5,16,Jadis Jones
,Jadis Jones,Lindenwood,AWAY,Alabama A&M,SWAC,0,0,Starter,1,25,3,3,0,0,1,1,0,3,6,0,1,5,7,0,10.112,0,14.381,0,0,0,0,1,0,0,0,0,0,1,1,1,0,-9,3.5,1,0,"1,250",0,TRUE,1,25,3,3,0,0,1,1,0,3,6,0,1,5,7,Jadis Jones
,Jadis Jones,Lindenwood,AWAY,Indiana,Big Ten,0,0,Starter,1,33,2,8,0,1,6,9,1,7,1,0,3,2,10,0,15.516,0,14.381,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-20,32.5,0,0,"17,222",0,TRUE,1,33,2,8,0,1,6,9,1,7,1,0,3,2,10,Jadis Jones
,Jadis Jones,Lindenwood,NEUTRAL,Charleston Southern,Big South,0,0,Starter,1,37,12,17,0,1,6,7,8,1,6,3,3,1,30,0,7.056,0,14.381,1,0,0,0,0,0,1,0,1,0,1,0,1,1,6,-3.5,1,0,190,0,TRUE,1,37,12,17,0,1,6,7,8,1,6,3,3,1,30,Jadis Jones
,Jaylon McDaniel,Lindenwood,AWAY,Texas Tech,Big 12,0,0,Bench,0,15,0,3,0,0,1,2,1,3,0,0,0,1,1,0,64.049,0,14.381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-38,29.5,0,0,"8,056",0,FALSE, , , , , , , , , , , , , , , , 
,Jeremiah Talton,Lindenwood,AWAY,Texas Tech,Big 12,0,0,Starter,1,31,2,11,2,7,3,4,0,4,0,0,0,4,9,0,64.049,0,14.381,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-38,29.5,0,0,"8,056",0,FALSE, , , , , , , , , , , , , , , , 
,Jeremiah Talton,Lindenwood,AWAY,Saint Louis,A10,0,0,Starter,1,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,27.591,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,24.5,0,0,"3,710",0,FALSE, , , , , , , , , , , , , , , , 
,Jeremiah Talton,Lindenwood,AWAY,Indiana,Big Ten,0,0,Bench,0,13,0,0,0,0,3,3,0,3,0,1,0,3,3,0,15.516,0,14.381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-20,32.5,0,0,"17,222",0,FALSE, , , , , , , , , , , , , , , , 
,Kevin Anthony,Lindenwood,AWAY,Texas Tech,Big 12,0,0,Bench,0,10,0,1,0,0,1,4,1,0,0,0,0,0,1,0,64.049,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,29.5,0,0,"8,056",0,FALSE, , , , , , , , , , , , , , , , 
,Kevin Anthony,Lindenwood,AWAY,Saint Louis,A10,0,0,Bench,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27.591,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,24.5,0,0,"3,710",0,FALSE, , , , , , , , , , , , , , , , 
,Mekhi Cooper,Lindenwood,AWAY,Texas Tech,Big 12,0,0,Starter,1,35,5,13,2,4,3,4,1,4,2,3,6,2,15,0,64.049,0,14.381,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-38,29.5,0,0,"8,056",0,TRUE,1,35,5,13,2,4,3,4,1,4,2,3,6,2,15,Mekhi Cooper
,Mekhi Cooper,Lindenwood,AWAY,Saint Louis,A10,0,0,Starter,1,30,0,7,0,3,1,3,0,1,3,1,0,3,1,0,27.591,0,14.381,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-43,24.5,0,0,"3,710",0,TRUE,1,30,0,7,0,3,1,3,0,1,3,1,0,3,1,Mekhi Cooper
,Mekhi Cooper,Lindenwood,AWAY,Alabama A&M,SWAC,0,0,Starter,1,24,1,5,0,4,2,3,1,3,2,2,2,4,4,0,10.112,0,14.381,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-9,3.5,1,0,"1,250",0,TRUE,1,24,1,5,0,4,2,3,1,3,2,2,2,4,4,Mekhi Cooper
,Mekhi Cooper,Lindenwood,AWAY,Indiana,Big Ten,0,0,Starter,1,32,3,14,1,6,0,0,0,2,2,0,1,2,7,0,15.516,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-20,32.5,0,0,"17,222",0,TRUE,1,32,3,14,1,6,0,0,0,2,2,0,1,2,7,Mekhi Cooper
,Mekhi Cooper,Lindenwood,NEUTRAL,Charleston Southern,Big South,0,0,Starter,1,35,2,10,0,3,3,4,1,1,4,3,2,2,7,0,7.056,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,-3.5,1,0,190,0,TRUE,1,35,2,10,0,3,3,4,1,1,4,3,2,2,7,Mekhi Cooper
,Milos Nenadic,Lindenwood,AWAY,Texas Tech,Big 12,0,0,Starter,1,20,3,9,1,3,5,5,3,8,0,0,0,5,12,0,64.049,0,14.381,2,1,0,0,0,1,0,0,0,0,0,1,1,0,-38,29.5,0,0,"8,056",0,TRUE,1,20,3,9,1,3,5,5,3,8,0,0,0,5,12,Milos Nenadic
,Milos Nenadic,Lindenwood,AWAY,Saint Louis,A10,0,0,Starter,1,30,3,7,1,2,2,3,4,0,3,1,0,3,9,0,27.591,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-43,24.5,0,0,"3,710",0,TRUE,1,30,3,7,1,2,2,3,4,0,3,1,0,3,9,Milos Nenadic
,Milos Nenadic,Lindenwood,AWAY,Alabama A&M,SWAC,0,0,Starter,1,31,4,13,0,4,1,2,2,2,1,2,1,3,9,0,10.112,0,14.381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-9,3.5,1,0,"1,250",0,TRUE,1,31,4,13,0,4,1,2,2,2,1,2,1,3,9,Milos Nenadic
,Milos Nenadic,Lindenwood,AWAY,Indiana,Big Ten,0,0,Starter,1,26,2,9,0,2,2,2,4,5,1,0,2,2,6,0,15.516,0,14.381,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-20,32.5,0,0,"17,222",0,TRUE,1,26,2,9,0,2,2,2,4,5,1,0,2,2,6,Milos Nenadic
